The use of this data is subject to the terms and conditions of agreement with the HRI and cannot be shared with non-HRI customers without prior written permission.
HT_Vibration_Daily (2000/01/01 12:00:00 AM UTC+0000 - 2023/07/29 11:59:59 PM UTC+0000)
Request No.,1402
Shijia Zhao,Department of Energy
Requested:,2023/07/29 08:22:07 PM UTC+0000
Columns:,6,Averaging Period:,1 Day(s),Interpolation:,None,Out of Range Data Excluded:,False

Unit:,Mils,Mils,Mils,Mils,Mils,Mils
Site:,90716,90716,95152,95152,90716,90716
Powerhouse/Unit:,KI-45,KI-99,PW-68,PW-68,KI-99,KI-45
Generator Profiles:,,,,,,
Governor Profiles:,,,,,,
Hydraulic Turbine Profiles:,HT6617,HT5705,HT9409 (1997/01/01:2015/02/10) HT2532 (2020/01/23:present),HT9409 (1997/01/01:2015/02/10) HT2532 (2020/01/23:present),HT5705,HT6617
Tag Name:,,,,,,
Field Name:,HT_NA_NA_NA_NA_NA_DNA_VM_HO-185Vh,HT_NA_NA_NA_NA_NA_DNA_VM_HO-4o9bX,HT_NA_NA_NA_NA_NA_DNA_VM_HO-AotMh,HT_NA_NA_NA_NA_NA_DNA_VM_HO-BjARE,HT_NA_NA_NA_NA_NA_DNA_VM_HO-c2rB2,HT_NA_NA_NA_NA_NA_DNA_VM_HO-IAZ32
2011-09-30 00:00:00+00:00,17.401885175664297,0.020833333333409167,7.716127308066084,6.159236263736264,0.0500000000000945,27.721931956257805
2011-10-01 00:00:00+00:00,17.53257191201373,0.025000000000091,7.696269360269359,6.037359238699445,0.050000000000087204,27.590680272109047
2011-10-02 00:00:00+00:00,17.71358024691378,0.028000000000101923,7.346889250814332,5.989083333333334,0.04800000000008372,28.76153846153866
2011-10-03 00:00:00+00:00,16.16996974281412,0.025000000000091,10.582108626198082,10.048340080971661,0.0600000000001092,26.14297097325006
2011-10-04 00:00:00+00:00,17.731881371640608,0.04285714285726636,55.80444444444444,55.800740740740736,0.10000000000013035,28.948881118881317
2011-10-05 00:00:00+00:00,15.381808453718758,9.284150943396398,0.0,0.0,13.023831242873634,26.42203918076601
2011-10-06 00:00:00+00:00,17.84881956155163,8.82123655913995,0.0,0.005,12.585318107667412,28.702812071330786
2011-10-07 00:00:00+00:00,17.63147792706354,13.39659574468102,0.2673333333333333,0.15068965517241378,16.251011560693843,28.16477761836462
2011-10-08 00:00:00+00:00,18.04970930232578,9.036658354114897,1.283548387096774,0.93875,13.288164665523361,29.479090242113195
2011-10-09 00:00:00+00:00,18.11927825261179,8.834705882353111,0.9837142857142857,0.8978787878787878,12.885909980430725,29.147372262773914
