HT_NA_NA_NA_DNA_VM_HO-AotMh,HT_NA_NA_NA_DNA_VM_HO-BjARE,HT_GB_SH_NA_DNA_VM_HO-zbqiU,HT_GB_SH_NA_DNA_VM_HO-93Oix,GN_GB_ND_SH_DNA_VM_HO-Cv7xc,GN_GB_ND_SH_DNA_VM_HO-Db5kr
19.32353305,18.42730749,5.690298507,5.940092166,,
18.96798922,16.62051297,5.960854093,5.792996109,,
21.8298042,10.43194,6.469230769,18.02314815,,
18.9940898,10.86803913,17.49617647,1.373333333,,
17.64503594,10.7875,1.616475096,9.23180212,,
12.29095556,11.52275,1.60790378,5.0368,,
12.86107241,10.58962,1.10929368,5.254393305,,
12.23933421,12.0416,6.332962963,5.123188406,,
12.99474478,12.20192,5.873493976,5.005668016,,
12.73658947,11.93260909,5.90210084,5.32972973,,
13.33651014,11.33066111,5.68,5.863779528,,
13.94144711,11.490448,5.488970588,23.3619883,,
13.52023297,12.5607625,5.570758123,5.78852459,,
14.28772791,12.5426,6.543624161,23.08850575,,
14.4007766,12.499075,25.96629213,24.79190751,,
15.14066887,15.13952514,6.268115942,5.985130112,,
16.16576364,12.65465,25.24604106,5.865737052,,
16.30215217,15.39253313,26.82657143,5.62039801,,
17.82766653,16.05223873,8.640184049,20.53454545,,
16.92406125,15.63199639,5.557251908,22.41538462,,
18.27625149,15.33644586,5.915613383,23.55105105,,
18.05569879,15.09471176,26.00317003,24.02735294,,
17.82458626,15.45305767,26.34190751,23.94318841,,
18.78900743,15.105844,26.21560694,23.95575221,,
18.4257803,15.0198652,27.06023392,23.58371429,,
18.68862622,14.81557734,26.297151,25.10994152,,
18.19510147,14.67408765,26.96695652,5.404977376,,
17.78475759,14.27316,26.24096045,19.18140845,,
17.30610889,13.68080043,27.86855524,23.29467787,,
17.47028031,14.18671156,7.90543131,24.03619632,,
16.85175931,14.97952694,25.91264368,27.414,,
16.7747223,13.814675,27.26934097,28.59768786,,
17.54965878,13.74165333,27.03896848,27.94306358,,
17.060175,15.42374576,29.72889518,29.48304094,,
16.99896441,15.34022755,31.17195467,29.42085714,,
17.17287181,13.82455,29.93202247,4.765853659,,
18.62391183,14.84944,31.09827586,20.22225434,,
19.12993227,14.0053,31.69464789,20.77414773,,
17.40646398,15.00219242,6.922377622,20.83861671,,
18.61543442,15.83669589,22.30254958,4.965991903,,
17.33258613,14.02765,22.81509972,11.82035714,,
16.90812234,14.1552,23.47549858,6.169902913,,
16.72046727,14.03842,7.74109589,5.418181818,,
17.46139799,,14.13771626,6.116078431,,
17.52705613,,8.220923077,4.481858407,,
17.305325,,9.419365079,4.638095238,,
,,10.26768293,4.944117647,,
,,4.93880597,5.149019608,,
,,5.355279503,6.02745098,,
,,5.422891566,5.544583333,,
,,5.723308271,5.645581395,,
,,5.45,5.7,,
,,6.051685393,5.996855346,,
,,6.263888889,5.946853147,,
,,5.7,21.78930636,,
,,5.983163265,6.447540984,,
,,5.816363636,6.286734694,,
,,24.08944282,6.590794979,,
,,6.291459075,6.608370044,,
,,5.906857143,7.05440613,,
,,6.058158996,25.03275862,,
,,6.372983871,7.093115942,,
,,7.007142857,26.44457143,,
,,27.84534884,5.933742331,,
,,7.252264808,5.845049505,,
,,28.85542857,6.740684411,,
,,5.441035857,20.02804533,,
,,5.615909091,21.61152738,,
,,6.867412141,6.274162679,,
,,24.07085714,22.82364672,,
,,23.86936416,6.463485477,,
,,7.281605351,6.494795539,,
,,25.75360231,6.94519573,,
,,7.123508772,25.88760807,,
,,7.482847896,7.292982456,,
,,7.407920792,26.01826087,,
,,24.66117647,26.3755102,,
,,8.49025974,25.50726744,,
,,28.30935673,26.76376404,,
,,27.76340058,7.238095238,,
,,27.48803419,26.37020057,,
,,27.38333333,26.69548023,,
,,9.636307692,27.65273775,,
,,26.190625,26.91642651,,
,,26.85768116,21.72235294,,
,,27.75762712,25.21994302,,
,,29.00769231,7.342857143,,
,,24.2085044,28.63579545,,
,,24.99385475,13.43397688,,
,,9.705864198,4.890384615,,
,,25.90707965,5.066145833,,
,,19.17272676,5.087421384,,
,,5.628235294,5.411952191,,
,,6.106870229,21.70348837,,
,,6.093594306,22.41195335,,
,,6.11122807,6.202564103,,
,,23.36115942,24.39764706,,
,,23.50769231,24.83304348,,
,,7.298666667,25.62163743,,
,,24.62057971,26.21404011,,
,,25.10389222,7.020962199,,
,,26.0008596,7.715613383,,
,,27.64387464,28.35028409,,
,,8.99628483,29.93668639,,
,,9.917777778,29.24899135,,
,,28.79190751,7.393357934,,
,,28.98551136,25.93285714,,
,,30.0543662,7.4671875,,
,,7.651535836,11.49329073,,
,,26.85938375,28.63294798,,
,,8.873374613,7.88370607,,
,,13.54735202,29.59065156,,
,,29.28863636,7.611117593,,
,,10.54515152,5.542120363,,
,,31.02966102,10.47051651,,
,,1.136842105,10.06183531,,
,,7.21591,3.712453455,,
,,11.09802494,10.70919911,,
,,13.12264406,11.05878777,,
,,12.61807725,10.90354462,,
,,4.41543645,10.90210835,,
,,13.41284711,6.369615302,,
,,13.78073231,9.030619833,,
,,13.57267234,4.065444766,,
,,13.79456686,10.94894784,,
,,7.287443934,10.49966925,,
,,10.92989308,10.40761054,,
,,5.489907391,10.49750711,,
,,13.21949971,10.83426986,,
,,12.47794476,11.84237231,,
,,12.59487559,11.20523254,,
,,12.38797507,12.52859577,,
,,13.10175879,12.10497061,,
,,14.7001895,11.85412478,,
,,14.03706772,11.16148839,,
,,15.29548216,4.502673665,,
,,14.38261134,4.20089022,,
,,13.98474419,3.985238829,,
,,13.42815581,4.37946624,,
,,6.028140351,4.758954,,
,,5.520807973,15.26793519,,
,,4.337576255,4.857997222,,
,,5.092308203,4.635506667,,
,,5.446412411,5.055201364,,
,,19.52748739,4.746578248,,
,,5.429550698,14.92009544,,
,,5.319564364,4.933936618,,
,,5.941602182,5.000930495,,
,,5.321697835,5.240917014,,
,,19.04794496,13.03887417,,
,,4.708055882,4.979150579,,
,,4.918655753,4.644365496,,
,,5.272024449,16.07335301,,
,,14.84412543,6.07277018,,
,,4.974211983,13.31130917,,
,,4.748524457,4.017415602,,
,,18.16345287,4.04052434,,
,,6.115325414,4.0931648,,
,,16.04514444,3.919659337,,
,,3.483475734,13.79086224,,
,,3.466031803,14.03673889,,
,,3.513580552,4.584752759,,
,,3.736301943,7.825624154,,
,,16.01803947,12.78191023,,
,,16.57781066,14.58358889,,
,,4.101400881,13.0091571,,
,,9.558860346,13.42710465,,
,,15.83593362,13.23997826,,
,,16.2135289,13.72178132,,
,,14.22511066,13.67397573,,
,,13.86838314,8.443334655,,
,,13.26375402,15.23050588,,
,,14.44608949,13.67787384,,
,,14.01803618,3.983978995,,
,,9.902138919,11.45638824,,
,,18.16250486,6.954083321,,
,,14.41019063,14.72791855,,
,,3.955819565,14.53532184,,
,,12.97949215,3.929228107,,
,,6.928537977,4.222111369,,
,,16.34538092,4.263187981,,
,,16.40152918,3.976689466,,
,,3.996057103,4.078433561,,
,,4.2792525,4.117964099,,
,,4.156058395,4.347849763,,
,,4.104836033,,,
,,4.012389262,,,
,,3.908967222,,,
,,4.163402388,,,
